year,idx,anchor_type,event_raw,distance_m_std,clock_deg_std
2015,924,weld,girthweld,6520.031664,
2015,931,weld,girthweld,6532.251096000001,
2015,942,weld,girthweld,6544.464432000001,
2015,943,weld,girthweld,6556.671672,
2015,944,weld,girthweld,6568.888056000001,
2015,946,weld,girthweld,6581.086152000001,
2015,947,weld,girthweld,6593.2933920000005,
2015,948,weld,girthweld,6605.509776,
2015,950,weld,girthweld,6617.6652,
2015,951,weld,girthweld,6627.687024000001,
2015,952,weld,girthweld,6630.646632,
2015,953,weld,girthweld,6642.856920000001,
2015,954,weld,girthweld,6655.09464,
2015,958,weld,girthweld,6667.320168,
2015,962,weld,girthweld,6679.5396,
2015,963,weld,girthweld,6691.740744,
2015,965,weld,girthweld,6703.957128000001,
2015,970,weld,girthweld,6716.170464000001,
2015,973,weld,girthweld,6728.386848,
2015,980,weld,girthweld,6740.603232,
2015,981,weld,girthweld,6752.8013280000005,
2015,982,weld,girthweld,6765.0329520000005,
2015,983,weld,girthweld,6777.21276,
2015,984,weld,girthweld,6789.413904,
2015,985,weld,girthweld,6801.612,
2015,988,weld,girthweld,6813.822288,
2015,989,weld,girthweld,6826.029528000001,
2015,990,weld,girthweld,6838.236768000001,
2015,991,weld,girthweld,6850.444008,
2015,992,weld,girthweld,6862.620768000001,
2015,993,weld,girthweld,6874.785336,
2015,994,weld,girthweld,6886.97124,
2015,995,weld,girthweld,6892.149792,
2015,996,weld,girthweld,6904.353984000001,
2015,999,weld,girthweld,6916.545984000001,
2015,1000,weld,girthweld,6928.734936,
2015,1001,weld,girthweld,6940.908648,
2015,1002,weld,girthweld,6953.076264,
2015,1004,weld,girthweld,6965.280456,
2015,1005,weld,girthweld,6977.475504,
2015,1006,weld,girthweld,6989.697984000001,
2015,1007,weld,girthweld,7001.8960799999995,
2015,1014,weld,girthweld,7014.106368000001,
2015,1041,weld,girthweld,7026.344088000001,
2015,1046,weld,girthweld,7038.529992000001,
2015,1047,weld,girthweld,7050.755520000001,
2015,1048,weld,girthweld,7062.944472,
2015,1050,weld,girthweld,7075.139520000001,
2015,1051,weld,girthweld,7083.518472,
2015,1052,weld,girthweld,7095.707424000001,
